,pos,sentence_idx,,word,tag,,,,,,,,,,,,,,
74990,DT,3403,,The,O,,,,,,,,,,,,,,
74991,NN,3403,,prosecution,O,,,,,,,,,,,,,,
74992,VBZ,3403,,is,O,,,,,,,,,,,,,,
74993,VBG,3403,,presenting,O,,,,,,,,,,,,,,
74994,NNS,3403,,experts,O,,,,,,,,,,,,,,
74995,NNP,3403,,Monday,B-tim,,,,,,,,,,,,,,
74996,",",3403,,",",O,,,,,,,,,,,,,,
74997,IN,3403,,in,O,,,,,,,,,,,,,,
74998,DT,3403,,an,O,,,,,,,,,,,,,,
74999,NN,3403,,effort,O,,,,,,,,,,,,,,
75000,TO,3403,,to,O,,,,,,,,,,,,,,
75001,VB,3403,,confirm,O,,,,,,,,,,,,,,
75002,NNS,3403,,signatures,O,,,,,,,,,,,,,,
75003,IN,3403,,of,O,,,,,,,,,,,,,,
75004,DT,3403,,the,O,,,,,,,,,,,,,,
75005,JJ,3403,,former,O,,,,,,,,,,,,,,
75006,JJ,3403,,Iraqi,B-gpe,,,,,,,,,,,,,,
75007,NN,3403,,leader,O,,,,,,,,,,,,,,
75008,CC,3403,,and,O,,,,,,,,,,,,,,
75009,PRP$,3403,,his,O,,,,,,,,,,,,,,
75010,NNS,3403,,co-defendants,O,,,,,,,,,,,,,,
75011,IN,3403,,on,O,,,,,,,,,,,,,,
75012,NNS,3403,,documents,O,,,,,,,,,,,,,,
75013,VBN,3403,,related,O,,,,,,,,,,,,,,
75014,TO,3403,,to,O,,,,,,,,,,,,,,
75015,DT,3403,,the,O,,,,,,,,,,,,,,
75016,NN,3403,,crackdown,O,,,,,,,,,,,,,,
75017,IN,3403,,on,O,,,,,,,,,,,,,,
75018,NNS,3403,,Shi'ites,O,,,,,,,,,,,,,,
75019,IN,3403,,in,O,,,,,,,,,,,,,,
75020,DT,3403,,the,O,,,,,,,,,,,,,,
75021,NNS,3403,,1980s,B-tim,,,,,,,,,,,,,,
75022,.,3403,,.,O,,,,,,,,,,,,,,
75023,DT,3404,,The,O,,,,,,,,,,,,,,
75024,NN,3404,,chief,O,,,,,,,,,,,,,,
75025,NN,3404,,judge,O,,,,,,,,,,,,,,
75026,",",3404,,",",O,,,,,,,,,,,,,,
75027,NNP,3404,,Raouf,B-per,,,,,,,,,,,,,,
75028,NNP,3404,,Abdel,I-per,,,,,,,,,,,,,,
75029,NNP,3404,,Rahman,I-per,,,,,,,,,,,,,,
75030,",",3404,,",",O,,,,,,,,,,,,,,
75031,VBD,3404,,ruled,O,,,,,,,,,,,,,,
75032,JJ,3404,,last,O,,,,,,,,,,,,,,
75033,NNP,3404,,Wednesday,B-tim,,,,,,,,,,,,,,
75034,IN,3404,,that,O,,,,,,,,,,,,,,
75035,NNP,3404,,Saddam,B-geo,,,,,,,,,,,,,,
75036,POS,3404,,'s,O,,,,,,,,,,,,,,
75037,NN,3404,,handwriting,O,,,,,,,,,,,,,,
75038,VBD,3404,,was,O,,,,,,,,,,,,,,
75039,JJ,3404,,authentic,O,,,,,,,,,,,,,,
75040,IN,3404,,on,O,,,,,,,,,,,,,,
75041,NNS,3404,,documents,O,,,,,,,,,,,,,,
75042,VBN,3404,,related,O,,,,,,,,,,,,,,
75043,TO,3404,,to,O,,,,,,,,,,,,,,
75044,DT,3404,,the,O,,,,,,,,,,,,,,
75045,NN,3404,,incident,O,,,,,,,,,,,,,,
75046,.,3404,,.,O,,,,,,,,,,,,,,
75047,DT,3405,,The,O,,,,,,,,,,,,,,
75048,JJ,3405,,ousted,O,,,,,,,,,,,,,,
75049,JJ,3405,,Iraqi,B-gpe,,,,,,,,,,,,,,
75050,NN,3405,,dictator,O,,,,,,,,,,,,,,
75051,CC,3405,,and,O,,,,,,,,,,,,,,
75052,DT,3405,,the,O,,,,,,,,,,,,,,
75053,CD,3405,,seven,O,,,,,,,,,,,,,,
75054,NNS,3405,,co-defendants,O,,,,,,,,,,,,,,
75055,VBP,3405,,are,O,,,,,,,,,,,,,,
75056,IN,3405,,on,O,,,,,,,,,,,,,,
75057,NN,3405,,trial,O,,,,,,,,,,,,,,
75058,IN,3405,,for,O,,,,,,,,,,,,,,
75059,DT,3405,,the,O,,,,,,,,,,,,,,
75060,CD,3405,,1982,B-tim,,,,,,,,,,,,,,
75061,NN,3405,,killing,O,,,,,,,,,,,,,,
75062,IN,3405,,of,O,,,,,,,,,,,,,,
75063,JJR,3405,,more,O,,,,,,,,,,,,,,
75064,IN,3405,,than,O,,,,,,,,,,,,,,
75065,CD,3405,,140,O,,,,,,,,,,,,,,
75066,JJ,3405,,Iraqi,B-gpe,,,,,,,,,,,,,,
75067,NNS,3405,,Shi'ites,O,,,,,,,,,,,,,,
75068,IN,3405,,in,O,,,,,,,,,,,,,,
75069,DT,3405,,the,O,,,,,,,,,,,,,,
75070,NN,3405,,village,O,,,,,,,,,,,,,,
75071,IN,3405,,of,O,,,,,,,,,,,,,,
75072,NNP,3405,,Dujail,B-geo,,,,,,,,,,,,,,
75073,.,3405,,.,O,,,,,,,,,,,,,,
75074,DT,3406,,The,O,,,,,,,,,,,,,,
75075,NNP,3406,,United,B-org,,,,,,,,,,,,,,
75076,NNPS,3406,,Nations,I-org,,,,,,,,,,,,,,
75077,JJ,3406,,human,O,,,,,,,,,,,,,,
75078,NNS,3406,,rights,O,,,,,,,,,,,,,,
75079,NN,3406,,envoy,O,,,,,,,,,,,,,,
75080,IN,3406,,for,O,,,,,,,,,,,,,,
75081,NNP,3406,,Burma,B-geo,,,,,,,,,,,,,,
75082,VBZ,3406,,is,O,,,,,,,,,,,,,,
75083,VBG,3406,,calling,O,,,,,,,,,,,,,,
75084,IN,3406,,on,O,,,,,,,,,,,,,,
75085,DT,3406,,that,O,,,,,,,,,,,,,,
75086,NN,3406,,country,O,,,,,,,,,,,,,,
75087,POS,3406,,'s,O,,,,,,,,,,,,,,
75088,NN,3406,,government,O,,,,,,,,,,,,,,
75089,TO,3406,,to,O,,,,,,,,,,,,,,
75090,RB,3406,,substantially,O,,,,,,,,,,,,,,
75091,VB,3406,,improve,O,,,,,,,,,,,,,,
75092,JJ,3406,,human,O,,,,,,,,,,,,,,
75093,NNS,3406,,rights,O,,,,,,,,,,,,,,
75094,IN,3406,,before,O,,,,,,,,,,,,,,
75095,DT,3406,,the,O,,,,,,,,,,,,,,
75096,CD,3406,,2010,O,,,,,,,,,,,,,,
75097,NNS,3406,,elections,O,,,,,,,,,,,,,,
75098,.,3406,,.,O,,,,,,,,,,,,,,
75099,IN,3407,,In,O,,,,,,,,,,,,,,
75100,DT,3407,,a,O,,,,,,,,,,,,,,
75101,NN,3407,,report,O,,,,,,,,,,,,,,
75102,NNP,3407,,Wednesday,B-tim,,,,,,,,,,,,,,
75103,",",3407,,",",O,,,,,,,,,,,,,,
75104,NN,3407,,envoy,O,,,,,,,,,,,,,,
75105,NNP,3407,,Tomas,B-per,,,,,,,,,,,,,,
75106,NNP,3407,,Ojea,I-per,,,,,,,,,,,,,,
75107,NNP,3407,,Quintana,I-per,,,,,,,,,,,,,,
75108,VBD,3407,,said,O,,,,,,,,,,,,,,
75109,IN,3407,,that,O,,,,,,,,,,,,,,
75110,IN,3407,,if,O,,,,,,,,,,,,,,
75111,DT,3407,,the,O,,,,,,,,,,,,,,
75112,NNS,3407,,elections,O,,,,,,,,,,,,,,
75113,VBP,3407,,take,O,,,,,,,,,,,,,,
75114,NN,3407,,place,O,,,,,,,,,,,,,,
75115,IN,3407,,in,O,,,,,,,,,,,,,,
75116,DT,3407,,an,O,,,,,,,,,,,,,,
75117,NN,3407,,atmosphere,O,,,,,,,,,,,,,,
75118,IN,3407,,in,O,,,,,,,,,,,,,,
75119,WDT,3407,,which,O,,,,,,,,,,,,,,
75120,JJ,3407,,human,O,,,,,,,,,,,,,,
75121,NNS,3407,,rights,O,,,,,,,,,,,,,,
75122,VBP,3407,,are,O,,,,,,,,,,,,,,
75123,RB,3407,,fully,O,,,,,,,,,,,,,,
75124,VBN,3407,,respected,O,,,,,,,,,,,,,,
75125,",",3407,,",",O,,,,,,,,,,,,,,
75126,DT,3407,,the,O,,,,,,,,,,,,,,
75127,NN,3407,,vote,O,,,,,,,,,,,,,,
75128,MD,3407,,will,O,,,,,,,,,,,,,,
75129,VB,3407,,be,O,,,,,,,,,,,,,,
75130,VBN,3407,,seen,O,,,,,,,,,,,,,,
75131,IN,3407,,as,O,,,,,,,,,,,,,,
75132,JJ,3407,,credible,O,,,,,,,,,,,,,,
75133,.,3407,,.,O,,,,,,,,,,,,,,
75134,PRP,3408,,He,O,,,,,,,,,,,,,,
75135,VBD,3408,,outlined,O,,,,,,,,,,,,,,
75136,DT,3408,,a,O,,,,,,,,,,,,,,
75137,NN,3408,,series,O,,,,,,,,,,,,,,
75138,IN,3408,,of,O,,,,,,,,,,,,,,
75139,NNS,3408,,measures,O,,,,,,,,,,,,,,
75140,WDT,3408,,that,O,,,,,,,,,,,,,,
75141,NNP,3408,,Burma,B-geo,,,,,,,,,,,,,,
75142,MD,3408,,should,O,,,,,,,,,,,,,,
75143,VB,3408,,take,O,,,,,,,,,,,,,,
75144,",",3408,,",",O,,,,,,,,,,,,,,
75145,VBG,3408,,including,O,,,,,,,,,,,,,,
75146,VBG,3408,,amending,O,,,,,,,,,,,,,,
75147,NNS,3408,,laws,O,,,,,,,,,,,,,,
75148,WDT,3408,,that,O,,,,,,,,,,,,,,
75149,VBP,3408,,limit,O,,,,,,,,,,,,,,
75150,JJ,3408,,fundamental,O,,,,,,,,,,,,,,
75151,NNS,3408,,rights,O,,,,,,,,,,,,,,
75152,",",3408,,",",O,,,,,,,,,,,,,,
75153,JJ,3408,,such,O,,,,,,,,,,,,,,
75154,IN,3408,,as,O,,,,,,,,,,,,,,
75155,NN,3408,,freedom,O,,,,,,,,,,,,,,
75156,IN,3408,,of,O,,,,,,,,,,,,,,
75157,NN,3408,,expression,O,,,,,,,,,,,,,,
75158,",",3408,,",",O,,,,,,,,,,,,,,
75159,NN,3408,,opinion,O,,,,,,,,,,,,,,
75160,CC,3408,,and,O,,,,,,,,,,,,,,
75161,JJ,3408,,peaceful,O,,,,,,,,,,,,,,
75162,NN,3408,,assembly,O,,,,,,,,,,,,,,
75163,.,3408,,.,O,,,,,,,,,,,,,,
75164,DT,3409,,The,O,,,,,,,,,,,,,,
75165,NNP,3409,,U.N.,B-org,,,,,,,,,,,,,,
75166,NN,3409,,envoy,O,,,,,,,,,,,,,,
75167,VBD,3409,,said,O,,,,,,,,,,,,,,
75168,JJ,3409,,political,O,,,,,,,,,,,,,,
75169,NNS,3409,,prisoners,O,,,,,,,,,,,,,,
75170,MD,3409,,should,O,,,,,,,,,,,,,,
75171,VB,3409,,be,O,,,,,,,,,,,,,,
75172,VBN,3409,,released,O,,,,,,,,,,,,,,
75173,.,3409,,.,O,,,,,,,,,,,,,,
75174,PRP,3410,,He,O,,,,,,,,,,,,,,
75175,VBD,3410,,said,O,,,,,,,,,,,,,,
75176,PDT,3410,,such,O,,,,,,,,,,,,,,
75177,DT,3410,,a,O,,,,,,,,,,,,,,
75178,NN,3410,,move,O,,,,,,,,,,,,,,
75179,MD,3410,,would,O,,,,,,,,,,,,,,
75180,VB,3410,,inspire,O,,,,,,,,,,,,,,
75181,JJ,3410,,political,O,,,,,,,,,,,,,,
75182,NN,3410,,participation,O,,,,,,,,,,,,,,
75183,IN,3410,,in,O,,,,,,,,,,,,,,
75184,DT,3410,,the,O,,,,,,,,,,,,,,
75185,JJ,3410,,upcoming,O,,,,,,,,,,,,,,
75186,NNS,3410,,elections,O,,,,,,,,,,,,,,
75187,.,3410,,.,O,,,,,,,,,,,,,,
75188,DT,3411,,The,O,,,,,,,,,,,,,,
75189,NN,3411,,envoy,O,,,,,,,,,,,,,,
75190,RB,3411,,also,O,,,,,,,,,,,,,,
75191,VBD,3411,,suggested,O,,,,,,,,,,,,,,
75192,DT,3411,,a,O,,,,,,,,,,,,,,
75193,NN,3411,,number,O,,,,,,,,,,,,,,
75194,IN,3411,,of,O,,,,,,,,,,,,,,
75195,NNS,3411,,changes,O,,,,,,,,,,,,,,
75196,IN,3411,,for,O,,,,,,,,,,,,,,
75197,NNP,3411,,Burma,B-geo,,,,,,,,,,,,,,
75198,POS,3411,,'s,O,,,,,,,,,,,,,,
75199,NN,3411,,judiciary,O,,,,,,,,,,,,,,
75200,",",3411,,",",O,,,,,,,,,,,,,,
75201,VBG,3411,,including,O,,,,,,,,,,,,,,
75202,NN,3411,,guaranteeing,O,,,,,,,,,,,,,,
75203,JJ,3411,,due,O,,,,,,,,,,,,,,
75204,NN,3411,,process,O,,,,,,,,,,,,,,
75205,CC,3411,,and,O,,,,,,,,,,,,,,
75206,VBG,3411,,setting,O,,,,,,,,,,,,,,
75207,RP,3411,,up,O,,,,,,,,,,,,,,
75208,NNS,3411,,mechanisms,O,,,,,,,,,,,,,,
75209,TO,3411,,to,O,,,,,,,,,,,,,,
75210,VB,3411,,investigate,O,,,,,,,,,,,,,,
75211,JJ,3411,,human,O,,,,,,,,,,,,,,
75212,NNS,3411,,rights,O,,,,,,,,,,,,,,
75213,NNS,3411,,abuses,O,,,,,,,,,,,,,,
75214,.,3411,,.,O,,,,,,,,,,,,,,
75215,JJ,3412,,Argentine,B-gpe,,,,,,,,,,,,,,
75216,NNS,3412,,media,O,,,,,,,,,,,,,,
75217,VBZ,3412,,is,O,,,,,,,,,,,,,,
75218,VBG,3412,,reporting,O,,,,,,,,,,,,,,
75219,IN,3412,,that,O,,,,,,,,,,,,,,
75220,DT,3412,,a,O,,,,,,,,,,,,,,
75221,JJ,3412,,Cuban,B-gpe,,,,,,,,,,,,,,
75222,NN,3412,,dissident,O,,,,,,,,,,,,,,
75223,VBZ,3412,,has,O,,,,,,,,,,,,,,
75224,VBN,3412,,sought,O,,,,,,,,,,,,,,
75225,NN,3412,,refuge,O,,,,,,,,,,,,,,
75226,IN,3412,,at,O,,,,,,,,,,,,,,
75227,DT,3412,,the,O,,,,,,,,,,,,,,
75228,JJ,3412,,Argentine,B-gpe,,,,,,,,,,,,,,
75229,NN,3412,,embassy,O,,,,,,,,,,,,,,
75230,IN,3412,,in,O,,,,,,,,,,,,,,
75231,NNP,3412,,Havana,B-geo,,,,,,,,,,,,,,
75232,.,3412,,.,O,,,,,,,,,,,,,,
75233,DT,3413,,The,O,,,,,,,,,,,,,,
75234,JJ,3413,,Argentine,B-gpe,,,,,,,,,,,,,,
75235,NN,3413,,newspaper,O,,,,,,,,,,,,,,
75236,NNP,3413,,La,B-org,,,,,,,,,,,,,,
75237,NNP,3413,,Nacion,I-org,,,,,,,,,,,,,,
75238,VBD,3413,,reported,O,,,,,,,,,,,,,,
75239,NNP,3413,,Thursday,B-tim,,,,,,,,,,,,,,
75240,VBD,3413,,renowned,O,,,,,,,,,,,,,,
75241,NN,3413,,brain,O,,,,,,,,,,,,,,
75242,NN,3413,,surgeon,O,,,,,,,,,,,,,,
75243,NNP,3413,,Hilda,B-per,,,,,,,,,,,,,,
75244,NNP,3413,,Molina,I-per,,,,,,,,,,,,,,
75245,CC,3413,,and,O,,,,,,,,,,,,,,
75246,PRP$,3413,,her,O,,,,,,,,,,,,,,
75247,JJ,3413,,84-year-old,O,,,,,,,,,,,,,,
75248,NN,3413,,mother,O,,,,,,,,,,,,,,
75249,VBD,3413,,had,O,,,,,,,,,,,,,,
75250,VBN,3413,,entered,O,,,,,,,,,,,,,,
75251,DT,3413,,the,O,,,,,,,,,,,,,,
75252,NN,3413,,embassy,O,,,,,,,,,,,,,,
75253,TO,3413,,to,O,,,,,,,,,,,,,,
75254,VB,3413,,request,O,,,,,,,,,,,,,,
75255,JJ,3413,,political,O,,,,,,,,,,,,,,
75256,NN,3413,,asylum,O,,,,,,,,,,,,,,
75257,.,3413,,.,O,,,,,,,,,,,,,,
75258,NNP,3414,,Dr.,B-per,,,,,,,,,,,,,,
75259,NNP,3414,,Molina,I-per,,,,,,,,,,,,,,
75260,VBZ,3414,,has,O,,,,,,,,,,,,,,
75261,VBN,3414,,been,O,,,,,,,,,,,,,,
75262,VBG,3414,,petitioning,O,,,,,,,,,,,,,,
75263,DT,3414,,the,O,,,,,,,,,,,,,,
75264,JJ,3414,,Cuban,B-gpe,,,,,,,,,,,,,,
75265,NN,3414,,government,O,,,,,,,,,,,,,,
75266,TO,3414,,to,O,,,,,,,,,,,,,,
75267,VB,3414,,allow,O,,,,,,,,,,,,,,
75268,PRP,3414,,her,O,,,,,,,,,,,,,,
75269,TO,3414,,to,O,,,,,,,,,,,,,,
75270,VB,3414,,travel,O,,,,,,,,,,,,,,
75271,TO,3414,,to,O,,,,,,,,,,,,,,
75272,NNP,3414,,Argentina,B-geo,,,,,,,,,,,,,,
75273,TO,3414,,to,O,,,,,,,,,,,,,,
75274,VB,3414,,see,O,,,,,,,,,,,,,,
75275,PRP$,3414,,her,O,,,,,,,,,,,,,,
75276,NN,3414,,son,O,,,,,,,,,,,,,,
75277,",",3414,,",",O,,,,,,,,,,,,,,
75278,WP,3414,,who,O,,,,,,,,,,,,,,
75279,VBZ,3414,,lives,O,,,,,,,,,,,,,,
75280,IN,3414,,in,O,,,,,,,,,,,,,,
75281,NN,3414,,exile,O,,,,,,,,,,,,,,
75282,RB,3414,,there,O,,,,,,,,,,,,,,
75283,.,3414,,.,O,,,,,,,,,,,,,,
75284,RBR,3415,,Earlier,O,,,,,,,,,,,,,,
75285,DT,3415,,this,O,,,,,,,,,,,,,,
75286,NN,3415,,month,O,,,,,,,,,,,,,,
75287,",",3415,,",",O,,,,,,,,,,,,,,
75288,JJ,3415,,Argentine,B-gpe,,,,,,,,,,,,,,
75289,NNP,3415,,President,B-per,,,,,,,,,,,,,,
75290,NNP,3415,,Nestor,I-per,,,,,,,,,,,,,,
75291,NNP,3415,,Kirchner,I-per,,,,,,,,,,,,,,
75292,VBD,3415,,wrote,O,,,,,,,,,,,,,,
75293,TO,3415,,to,O,,,,,,,,,,,,,,
75294,PRP$,3415,,his,O,,,,,,,,,,,,,,
75295,JJ,3415,,Cuban,B-gpe,,,,,,,,,,,,,,
75296,NN,3415,,counterpart,O,,,,,,,,,,,,,,
75297,",",3415,,",",O,,,,,,,,,,,,,,
75298,NNP,3415,,Fidel,B-per,,,,,,,,,,,,,,
75299,NNP,3415,,Castro,I-per,,,,,,,,,,,,,,
75300,",",3415,,",",O,,,,,,,,,,,,,,
75301,VBG,3415,,asking,O,,,,,,,,,,,,,,
75302,PRP,3415,,him,O,,,,,,,,,,,,,,
75303,TO,3415,,to,O,,,,,,,,,,,,,,
75304,VB,3415,,allow,O,,,,,,,,,,,,,,
75305,NNP,3415,,Dr.,B-per,,,,,,,,,,,,,,
75306,NNP,3415,,Molina,I-per,,,,,,,,,,,,,,
75307,TO,3415,,to,O,,,,,,,,,,,,,,
75308,VB,3415,,visit,O,,,,,,,,,,,,,,
75309,NNP,3415,,Argentina,B-geo,,,,,,,,,,,,,,
75310,.,3415,,.,O,,,,,,,,,,,,,,
75311,NNP,3416,,Mr.,B-per,,,,,,,,,,,,,,
75312,NNP,3416,,Castro,I-per,,,,,,,,,,,,,,
75313,VBD,3416,,responded,O,,,,,,,,,,,,,,
75314,IN,3416,,that,O,,,,,,,,,,,,,,
75315,NNP,3416,,Dr.,B-per,,,,,,,,,,,,,,
75316,NNP,3416,,Molina,I-per,,,,,,,,,,,,,,
75317,POS,3416,,'s,O,,,,,,,,,,,,,,
75318,NN,3416,,family,O,,,,,,,,,,,,,,
75319,MD,3416,,should,O,,,,,,,,,,,,,,
75320,VB,3416,,visit,O,,,,,,,,,,,,,,
75321,PRP,3416,,her,O,,,,,,,,,,,,,,
75322,IN,3416,,in,O,,,,,,,,,,,,,,
75323,NNP,3416,,Cuba,B-geo,,,,,,,,,,,,,,
75324,.,3416,,.,O,,,,,,,,,,,,,,
75325,NNP,3417,,Ukraine,B-org,,,,,,,,,,,,,,
75326,VBZ,3417,,has,O,,,,,,,,,,,,,,
75327,VBN,3417,,denied,O,,,,,,,,,,,,,,
75328,NNS,3417,,reports,O,,,,,,,,,,,,,,
75329,EX,3417,,there,O,,,,,,,,,,,,,,
75330,VBP,3417,,are,O,,,,,,,,,,,,,,
75331,JJ,3417,,secret,O,,,,,,,,,,,,,,
75332,NNS,3417,,prisons,O,,,,,,,,,,,,,,
75333,VBN,3417,,run,O,,,,,,,,,,,,,,
75334,IN,3417,,by,O,,,,,,,,,,,,,,
75335,DT,3417,,the,O,,,,,,,,,,,,,,
75336,NNP,3417,,U.S.,B-org,,,,,,,,,,,,,,
75337,NNP,3417,,Central,I-org,,,,,,,,,,,,,,
75338,NNP,3417,,Intelligence,I-org,,,,,,,,,,,,,,
75339,NNP,3417,,Agency,I-org,,,,,,,,,,,,,,
75340,IN,3417,,on,O,,,,,,,,,,,,,,
75341,JJ,3417,,Ukrainian,B-gpe,,,,,,,,,,,,,,
75342,NN,3417,,territory,O,,,,,,,,,,,,,,
75343,.,3417,,.,O,,,,,,,,,,,,,,
75344,NNP,3418,,Foreign,B-org,,,,,,,,,,,,,,
75345,NNP,3418,,Ministry,I-org,,,,,,,,,,,,,,
75346,NN,3418,,spokesman,O,,,,,,,,,,,,,,
75347,",",3418,,",",O,,,,,,,,,,,,,,
75348,NNP,3418,,Vasilily,B-per,,,,,,,,,,,,,,
75349,NNP,3418,,Filipchuk,I-per,,,,,,,,,,,,,,
75350,NNP,3418,,Tuesday,B-tim,,,,,,,,,,,,,,
75351,VBD,3418,,called,O,,,,,,,,,,,,,,
75352,DT,3418,,a,O,,,,,,,,,,,,,,
75353,JJ,3418,,Swiss,B-gpe,,,,,,,,,,,,,,
75354,NNS,3418,,media,O,,,,,,,,,,,,,,
75355,NN,3418,,report,O,,,,,,,,,,,,,,
75356,VBG,3418,,saying,O,,,,,,,,,,,,,,
75357,NNP,3418,,Ukraine,B-org,,,,,,,,,,,,,,
75358,VBD,3418,,allowed,O,,,,,,,,,,,,,,
75359,DT,3418,,the,O,,,,,,,,,,,,,,
75360,JJ,3418,,covert,O,,,,,,,,,,,,,,
75361,NNP,3418,,U.S.,B-geo,,,,,,,,,,,,,,
75362,NN,3418,,interrogation,O,,,,,,,,,,,,,,
75363,NNS,3418,,centers,O,,,,,,,,,,,,,,
75364,IN,3418,,on,O,,,,,,,,,,,,,,
75365,PRP$,3418,,its,O,,,,,,,,,,,,,,
75366,NN,3418,,soil,O,,,,,,,,,,,,,,
75367,``,3418,,"""",O,,,,,,,,,,,,,,
75368,JJ,3418,,absurd,O,,,,,,,,,,,,,,
75369,.,3418,,.,O,,,,,,,,,,,,,,
75370,``,3418,,"""",O,,,,,,,,,,,,,,
75371,NNP,3419,,Russia,B-geo,,,,,,,,,,,,,,
75372,POS,3419,,'s,O,,,,,,,,,,,,,,
75373,NNP,3419,,Novosti,B-geo,,,,,,,,,,,,,,
75374,NN,3419,,news,O,,,,,,,,,,,,,,
75375,NN,3419,,agency,O,,,,,,,,,,,,,,
75376,VBZ,3419,,says,O,,,,,,,,,,,,,,
75377,NNP,3419,,Ukraine,B-org,,,,,,,,,,,,,,
75378,POS,3419,,'s,O,,,,,,,,,,,,,,
75379,JJ,3419,,penitentiary,O,,,,,,,,,,,,,,
75380,CC,3419,,and,O,,,,,,,,,,,,,,
75381,NN,3419,,security,O,,,,,,,,,,,,,,
75382,NN,3419,,service,O,,,,,,,,,,,,,,
75383,NNS,3419,,officials,O,,,,,,,,,,,,,,
75384,RB,3419,,also,O,,,,,,,,,,,,,,
75385,VBD,3419,,dismissed,O,,,,,,,,,,,,,,
75386,DT,3419,,the,O,,,,,,,,,,,,,,
75387,JJ,3419,,Swiss,B-gpe,,,,,,,,,,,,,,
75388,NN,3419,,report,O,,,,,,,,,,,,,,
75389,.,3419,,.,O,,,,,,,,,,,,,,
75390,DT,3420,,The,O,,,,,,,,,,,,,,
75391,JJ,3420,,Swiss,B-gpe,,,,,,,,,,,,,,
75392,NN,3420,,newspaper,O,,,,,,,,,,,,,,
75393,NNP,3420,,Sonntags-Blick,B-art,,,,,,,,,,,,,,
75394,VBZ,3420,,says,O,,,,,,,,,,,,,,
75395,JJ,3420,,Swiss,B-gpe,,,,,,,,,,,,,,
75396,NN,3420,,security,O,,,,,,,,,,,,,,
75397,NNS,3420,,officials,O,,,,,,,,,,,,,,
75398,VBD,3420,,intercepted,O,,,,,,,,,,,,,,
75399,DT,3420,,an,O,,,,,,,,,,,,,,
75400,JJ,3420,,Egyptian,B-gpe,,,,,,,,,,,,,,
75401,NN,3420,,government,O,,,,,,,,,,,,,,
75402,NN,3420,,document,O,,,,,,,,,,,,,,
75403,VBG,3420,,mentioning,O,,,,,,,,,,,,,,
75404,JJ,3420,,secret,O,,,,,,,,,,,,,,
75405,NNP,3420,,CIA,B-org,,,,,,,,,,,,,,
75406,NNS,3420,,prisons,O,,,,,,,,,,,,,,
75407,IN,3420,,in,O,,,,,,,,,,,,,,
75408,JJ,3420,,several,O,,,,,,,,,,,,,,
75409,JJ,3420,,eastern,O,,,,,,,,,,,,,,
75410,JJ,3420,,European,O,,,,,,,,,,,,,,
75411,NNS,3420,,nations,O,,,,,,,,,,,,,,
75412,",",3420,,",",O,,,,,,,,,,,,,,
75413,VBG,3420,,including,O,,,,,,,,,,,,,,
75414,NNP,3420,,Ukraine,B-org,,,,,,,,,,,,,,
75415,",",3420,,",",O,,,,,,,,,,,,,,
75416,NNP,3420,,Romania,B-geo,,,,,,,,,,,,,,
75417,",",3420,,",",O,,,,,,,,,,,,,,
75418,NNP,3420,,Macedonia,B-geo,,,,,,,,,,,,,,
75419,",",3420,,",",O,,,,,,,,,,,,,,
75420,NNP,3420,,Bulgaria,B-geo,,,,,,,,,,,,,,
75421,RB,3420,,as,O,,,,,,,,,,,,,,
75422,RB,3420,,well,O,,,,,,,,,,,,,,
75423,IN,3420,,as,O,,,,,,,,,,,,,,
75424,IN,3420,,in,O,,,,,,,,,,,,,,
75425,NNP,3420,,Serbia,B-geo,,,,,,,,,,,,,,
75426,POS,3420,,'s,O,,,,,,,,,,,,,,
75427,NN,3420,,province,O,,,,,,,,,,,,,,
75428,IN,3420,,of,O,,,,,,,,,,,,,,
75429,NNP,3420,,Kosovo,B-geo,,,,,,,,,,,,,,
75430,.,3420,,.,O,,,,,,,,,,,,,,
75431,NNP,3421,,Iran,B-geo,,,,,,,,,,,,,,
75432,POS,3421,,'s,O,,,,,,,,,,,,,,
75433,JJ,3421,,foreign,O,,,,,,,,,,,,,,
75434,NN,3421,,minister,O,,,,,,,,,,,,,,
75435,VBZ,3421,,has,O,,,,,,,,,,,,,,
75436,VBN,3421,,postponed,O,,,,,,,,,,,,,,
75437,DT,3421,,a,O,,,,,,,,,,,,,,
75438,NN,3421,,visit,O,,,,,,,,,,,,,,
75439,TO,3421,,to,O,,,,,,,,,,,,,,
75440,NNP,3421,,Saudi,B-geo,,,,,,,,,,,,,,
75441,NNP,3421,,Arabia,I-geo,,,,,,,,,,,,,,
75442,",",3421,,",",O,,,,,,,,,,,,,,
75443,WDT,3421,,which,O,,,,,,,,,,,,,,
75444,VBD,3421,,was,O,,,,,,,,,,,,,,
75445,TO,3421,,to,O,,,,,,,,,,,,,,
75446,VB,3421,,be,O,,,,,,,,,,,,,,
75447,NN,3421,,part,O,,,,,,,,,,,,,,
75448,IN,3421,,of,O,,,,,,,,,,,,,,
75449,DT,3421,,a,O,,,,,,,,,,,,,,
75450,NN,3421,,tour,O,,,,,,,,,,,,,,
75451,IN,3421,,of,O,,,,,,,,,,,,,,
75452,NNP,3421,,Gulf,B-geo,,,,,,,,,,,,,,
75453,NNP,3421,,States,I-geo,,,,,,,,,,,,,,
75454,VBN,3421,,aimed,O,,,,,,,,,,,,,,
75455,IN,3421,,at,O,,,,,,,,,,,,,,
